Date,NAV
2024-10-03,0.004556523220960784
2024-10-04,0.010270963128704347
2024-10-07,-0.010776080784104747
2024-10-08,0.020494710126751636
2024-10-09,0.004775456152721569
2024-10-10,0.004610735063593774
2024-10-11,0.0014952446385616547
2024-10-14,0.012019879472286776
2024-10-15,-0.010262837716064066
2024-10-16,0.0041862925638915804
2024-10-17,0.0019383199516116445
2024-10-18,0.0072928784202497265
2024-10-21,0.01382264341618944
2024-10-22,0.004589998853768762
2024-10-23,-0.02015096434117114
2024-10-24,0.0029605329714754713
2024-10-25,0.007896775363943176
2024-10-28,0.000725942155466397
2024-10-29,0.008530569146610878
2024-10-30,-0.0017731432877385878
2024-10-31,-0.03712177688956597
2024-11-01,0.014484784288223196
2024-11-04,-0.003891891905967948
2024-11-05,0.014302544446704868
2024-11-06,0.026438265343259326
2024-11-07,0.018934928797393447
2024-11-08,-0.007221703641212107
2024-11-11,-0.008841463098685942
2024-11-12,0.010866463938317361
2024-11-13,0.00011166326821920869
2024-11-14,8.580189208551303e-05
2024-11-15,-0.027118950017489096
2024-11-18,0.0009976849169703872
2024-11-19,0.01935177440137381
2024-11-20,-0.005545970152065927
2024-11-21,-0.009650999768877622
2024-11-22,-0.009299073207787778
2024-11-25,-0.002270567427564818
2024-11-26,0.014755996741472988
2024-11-27,-0.007231924551187041
2024-11-29,0.009885755192101886
2024-12-02,0.010612345951114488
2024-12-03,0.008274403157791488
2024-12-04,0.018613631956636123
2024-12-05,0.002872817460259247
2024-12-06,0.0019016197125616419
2024-12-09,-0.0022956012836452544
2024-12-10,-0.0011233115572977237
2024-12-11,0.02085557268653737
2024-12-12,-0.005498951613872705
2024-12-13,-0.009301422540776483
2024-12-16,0.009541267981018065
2024-12-17,-0.0017936989092359745
2024-12-18,-0.02848917485212954
2024-12-19,0.0071668156057658194
2024-12-20,0.015227566154272898
2024-12-23,0.011854627201180135
2024-12-24,0.009597497349465245
2024-12-26,-0.0022268100298636906
2024-12-27,-0.01628492006348603
2024-12-30,-0.007711961446415616
2024-12-31,-0.012058789266249481
2025-01-02,0.0010219914312561418
2025-01-03,0.018338482549298485
2025-01-06,0.019085150049471533
2025-01-07,-0.027160126084948333
2025-01-08,0.00028074896884988654
2025-01-10,-0.01971112021141197
2025-01-13,-0.009405692307069335
2025-01-14,-0.00618814625695252
2025-01-15,0.02703248411676573
2025-01-16,-0.018835316229561805
2025-01-17,0.01829290055908639
2025-01-21,0.004209068384024572
2025-01-22,0.02455870882218858
2025-01-23,0.00039204015859284347
2025-01-24,-0.009353904224792542
2025-01-27,-0.04858581286802233
2025-01-28,0.03955690243053267
2025-01-29,-0.011953608529661874
2025-01-30,-0.010173375898264836
2025-01-31,-0.005544581020277439
2025-02-03,-0.0183673988384504
2025-02-04,0.016969168940776047
2025-02-05,-0.0038014823851660884
2025-02-06,0.011795688928138537
2025-02-07,-0.018223304345251545
2025-02-10,0.012892308420272114
2025-02-11,0.0016858320927182202
2025-02-12,-0.004686020222967047
2025-02-13,0.01625840047893079
2025-02-14,0.006719346468571752
2025-02-18,-0.0012058641953693883
2025-02-19,0.0034324255012698757
2025-02-20,4.7328274684899085e-05
2025-02-21,-0.023190776196164165
2025-02-24,-0.01201336575875167
2025-02-25,-0.012892415441454808
2025-02-26,0.002916568352882898
2025-02-27,-0.036393706685122096
2025-02-28,0.021060071401635794
2025-03-03,-0.038463809621924416
2025-03-04,0.004023822087367401
2025-03-05,0.014385546901893864
2025-03-06,-0.023493167573639506
2025-03-07,0.00647119703732324
2025-03-10,-0.04078018747122569
2025-03-11,-0.002671443130437212
2025-03-12,0.017387744296731178
2025-03-13,-0.018415600222328576
2025-03-14,0.028608678035359603
2025-03-17,-0.006934149235777176
2025-03-18,-0.018450033275769773
2025-03-19,0.01473354624906964
2025-03-20,-0.0009479890078453179
2025-03-21,0.006982404136559595
2025-03-24,0.020843187931350204
2025-03-25,0.007083522535390907
2025-03-26,-0.027709558273045776
2025-03-27,-0.004375016126171416
2025-03-28,-0.030399089074847008
2025-03-31,-0.002121490392417047
2025-04-01,0.012548512332127837
2025-04-02,0.004841471267835518
2025-04-03,-0.0671587734100123
2025-04-04,-0.053842308100099934
2025-04-07,0.004270140964881319
2025-04-08,-0.022839408619303336
2025-04-09,0.1350048670590034
2025-04-10,-0.043315114033133595
2025-04-11,0.02793842495573573
2025-04-14,0.0030342415913695575
2025-04-15,-0.0029352093641300536
2025-04-16,-0.04135028670038732
2025-04-17,-0.009789810532723542
2025-04-21,-0.028769208839304117
2025-04-22,0.02684378282325417
2025-04-23,0.03011367158085676
2025-04-24,0.029310232111627643
2025-04-25,0.01841937628668422
2025-04-28,-0.006836621251889663
2025-04-29,0.0026629133119704385
2025-04-30,-0.002107410885591521
2025-05-01,0.030377751534677255
2025-05-02,0.0049853795131151735
2025-05-05,-0.010925253589208261
2025-05-06,-0.004528888833072675
2025-05-07,-0.001159450671432971
2025-05-08,0.010024668141438653
2025-05-09,-0.0005503843671097464
2025-05-12,0.05137742551741775
2025-05-13,0.019627905996207007
2025-05-14,0.015754674723985174
2025-05-15,-0.0067082830681460814
2025-05-16,0.003561402765320132
2025-05-19,0.0008509545379458139
2025-05-20,-0.008283926447060885
2025-05-21,-0.011547587678223059
2025-05-22,0.005971466418567273
2025-05-23,-0.015039435155221548
2025-05-27,0.026573301608471933
2025-05-28,-0.004268590475798195
2025-05-29,0.009439715966354179
2025-05-30,-0.0071028229949482435
2025-06-02,0.005431550235707627
2025-06-03,0.0067264445219286095
2025-06-04,0.004056983079781418
2025-06-05,-0.0034569233979525604
2025-06-06,0.01672403922652621
2025-06-09,0.005262854871802558
2025-06-10,0.005264222986553824
2025-06-11,-0.009534391325307423
2025-06-12,0.006330255214948011
2025-06-13,-0.011953845497875593
2025-06-16,0.014020289933813768
2025-06-17,-0.0058688185171229534
2025-06-18,0.0007287320986917312
2025-06-20,-0.0075479226439369995
2025-06-23,0.0030170377489664446
2025-06-24,0.012744686210560019
2025-06-25,0.01678200085914905
2025-06-26,0.009303810764387466
2025-06-27,0.012971203197811754
2025-06-30,0.0001238864233645831
2025-07-01,-0.008110960898053632
2025-07-02,0.012745215227244255
2025-07-03,0.011580178340815817
2025-07-07,-0.007555252092259712
2025-07-08,-0.0020579544393077853
2025-07-09,0.013380018465002141
2025-07-10,0.0029489640212474466
2025-07-11,0.00504762783200019
2025-07-14,-0.0024468941228380503
2025-07-15,0.014433145083657895
2025-07-16,0.0003212101074243634
2025-07-17,0.006285280109233904
2025-07-18,0.0019308390085355231
2025-07-21,0.0050454750178785535
2025-07-22,-0.0085254415607533
2025-07-23,0.006551041349643905
2025-07-24,0.011191600564067095
2025-07-25,0.0009475958724225464
2025-07-28,0.0058929359506672
2025-07-29,-0.0036631126487008947
2025-07-30,0.004852467385272563
2025-07-31,0.004430684768494508
2025-08-01,-0.03111517615106374
2025-08-04,0.0185568095217179
2025-08-05,-0.005378349758143219
2025-08-06,0.016931563251579185
2025-08-07,0.00722369139837209
2025-08-08,0.014450085951646319
2025-08-11,-0.004014341450676473
2025-08-12,0.008541676510001484
2025-08-13,-0.0017836983097084813
2025-08-14,0.0061876450964784
2025-08-15,-0.0038684352088483864
2025-08-18,0.0008922255838559323
2025-08-19,-0.017561904024499975
2025-08-20,-0.010311379438875057
2025-08-21,-0.002988053328772833
2025-08-22,0.01803560684269412
2025-08-25,0.002312399356957151
2025-08-26,0.0038848183718174223
2025-08-27,0.0030815154238026388
2025-08-28,0.004872648933673451
2025-08-29,-0.012579526859771928
2025-09-02,-0.012025030677671134
2025-09-03,0.020266814971892977
2025-09-04,0.011767727410330053
2025-09-05,-0.01355481695802685
2025-09-08,0.003970211539700674
2025-09-09,0.006584179494166564
2025-09-10,-0.00023066291334816746
2025-09-11,0.00314153235763448
2025-09-12,0.006898660256875244
2025-09-15,0.013242051953507028
2025-09-16,-0.0044717054595541095
2025-09-17,-0.009163463912430614
2025-09-18,0.009643951524767935
2025-09-19,0.012340172833228191
2025-09-22,0.014291384365202386
2025-09-23,-0.01669183839990751
2025-09-24,-0.006832609253887734
2025-09-25,0.001348384133900149
2025-09-26,0.002993405489811085
2025-09-29,0.0064387890862629416
2025-09-30,0.006748735684271923
2025-10-01,0.004190077794033575
