Date,SPY,QQQ,IWM,EFA,EEM,TLT,LQD,GLD,ret_SPY,ret_QQQ,ret_IWM,ret_EFA,ret_EEM,ret_TLT,ret_LQD,ret_GLD,w_dyn_SPY,w_dyn_QQQ,w_dyn_IWM,w_dyn_EFA,w_dyn_EEM,w_dyn_TLT,w_dyn_LQD,w_dyn_GLD,w_hrp_SPY,w_hrp_QQQ,w_hrp_IWM,w_hrp_EFA,w_hrp_EEM,w_hrp_TLT,w_hrp_LQD,w_hrp_GLD,w_ew_SPY,w_ew_QQQ,w_ew_IWM,w_ew_EFA,w_ew_EEM,w_ew_TLT,w_ew_LQD,w_ew_GLD,ret_dyn,ret_hrp,ret_ew,eq_dyn,eq_hrp,eq_ew,regime,vol_ann_anchor
2010-08-31,79.94917297363281,38.00454330444336,48.845123291015625,32.03508377075195,29.06691551208496,70.52272033691406,65.31307983398438,122.08000183105469,0.0,-0.003445944223897879,-0.00199200797511212,0.003008221727784033,0.006009516116209479,0.011022324299616137,0.0033683525537009373,0.009630085060907234,0.1725129265428653,0.1428706779541548,0.09327601105229363,0.047996773102944916,0.04334361134774135,0.05084284738914549,0.39783566961173483,0.05132148299911965,0.016955400094377685,0.014754444000249941,0.031961621413482334,0.009674628245694292,0.008736698313360682,0.09457615555176871,0.740040538745953,0.08330051363511339,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.002121415513939952,0.004304453488333963,0.0034500684449009777,1.00212141551394,1.0043044534883339,1.003450068444901,mid,0.1975527754113414
2010-09-01,82.34056091308594,39.14136505126953,50.73625946044922,33.17690658569336,30.08997917175293,69.06454467773438,64.82223510742188,121.69000244140625,0.02947273354482416,0.02947412425522611,0.0379862884854405,0.03502237905940886,0.03459159503764564,-0.02089343471423355,-0.00754364108574368,-0.003199735123743608,0.1725129265428653,0.1428706779541548,0.09327601105229363,0.047996773102944916,0.04334361134774135,0.05084284738914549,0.39783566961173483,0.05132148299911965,0.016955400094377685,0.014754444000249941,0.031961621413482334,0.009674628245694292,0.008736698313360682,0.09457615555176871,0.740040538745953,0.08330051363511339,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.011791284561515179,-0.005035416019964072,0.016863788682353054,1.0139377142894532,0.9992473627543175,1.0203720383524486,mid,0.1975527754113414
2010-09-02,83.10738372802734,39.57859802246094,51.29629135131836,33.362937927246094,30.140766143798828,68.33476257324219,64.74104309082031,122.29000091552734,0.009269722963852978,0.011108680706228391,0.010977624501991023,0.005591591853491895,0.001686413934156139,-0.010622891509704857,-0.0012533185075085385,0.004918433276591472,0.1725129265428653,0.1428706779541548,0.09327601105229363,0.047996773102944916,0.04334361134774135,0.05084284738914549,0.39783566961173483,0.05132148299911965,0.016955400094377685,0.014754444000249941,0.031961621413482334,0.009674628245694292,0.008736698313360682,0.09457615555176871,0.740040538745953,0.08330051363511339,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.003765382870652499,-0.0007817035155049661,0.003959532152387313,1.0177555779907472,0.9984662475779933,1.024412234245702,mid,0.1975527754113414
2010-09-03,84.18538665771484,40.23444747924805,52.213462829589844,33.670833587646484,30.496305465698242,67.48780822753906,64.25367736816406,121.86000061035156,0.012887799611454476,0.016435012978230468,0.01772191403190293,0.009186349468042199,0.011726931626508286,-0.01247164324388983,-0.007556402927763273,-0.003522430858827086,0.1725129265428653,0.1428706779541548,0.09327601105229363,0.047996773102944916,0.04334361134774135,0.05084284738914549,0.39783566961173483,0.05132148299911965,0.016955400094377685,0.014754444000249941,0.031961621413482334,0.009674628245694292,0.008736698313360682,0.09457615555176871,0.740040538745953,0.08330051363511339,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0033525487727449985,-0.005846227300658618,0.005550941335707271,1.0211676532046945,0.9926289869426166,1.0300986864615809,mid,0.1975527754113414
2010-09-07,83.23640441894531,39.9633674621582,51.22327423095703,33.20256042480469,30.05369758605957,68.86908721923828,64.72940063476562,122.69999694824219,-0.011336545810780585,-0.006760310107966738,-0.019146366667709636,-0.014004996266566927,-0.01461984280360884,0.02026045307772595,0.007376555608930246,0.006869477016185677,0.1725129265428653,0.1428706779541548,0.09327601105229363,0.047996773102944916,0.04334361134774135,0.05084284738914549,0.39783566961173483,0.05132148299911965,0.016955400094377685,0.014754444000249941,0.031961621413482334,0.009674628245694292,0.008736698313360682,0.09457615555176871,0.740040538745953,0.08330051363511339,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0016960110926060577,0.006780205414478757,-0.003920196994223857,1.0194357415374489,0.9993592153744535,1.0260604966871603,mid,0.1975527754113414
2010-09-08,83.82099151611328,40.44432830810547,51.52357482910156,33.45914840698242,30.380212783813477,68.32184600830078,64.60177612304688,122.70999908447266,0.006998666297273637,0.011963197738965814,0.005845463018732566,0.007698249980546468,0.01080580001812903,-0.007977846648286047,-0.0019736084731354353,8.151368239062151e-05,0.1725129265428653,0.1428706779541548,0.09327601105229363,0.047996773102944916,0.04334361134774135,0.05084284738914549,0.39783566961173483,0.05132148299911965,0.016955400094377685,0.014754444000249941,0.031961621413482334,0.009674628245694292,0.008736698313360682,0.09457615555176871,0.740040538745953,0.08330051363511339,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0031130407183105275,-0.0015573834959086022,0.004180179451827082,1.0226092865105558,0.9978028298259451,1.0303496136917434,mid,0.1975527754113414
2010-09-09,84.20814514160156,40.60173797607422,51.55603790283203,33.77347183227539,30.554359436035156,66.97306060791016,64.26530456542969,121.55999755859375,0.004608180679853469,0.0038844541904374807,0.0006298641204280919,0.009350393135810098,0.005715872615787987,-0.019939111087118988,-0.005222005813005026,-0.009415892562922856,0.1725129265428653,0.1428706779541548,0.09327601105229363,0.047996773102944916,0.04334361134774135,0.05084284738914549,0.39783566961173483,0.05132148299911965,0.016955400094377685,0.014754444000249941,0.031961621413482334,0.009674628245694292,0.008736698313360682,0.09457615555176871,0.740040538745953,0.08330051363511339,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.001469267121117728,-0.006238631734055321,-0.001298530590091218,1.0211068003081363,0.9915779054274627,1.029011673199876,mid,0.1975527754113414
2010-09-10,84.63330078125,40.75039291381836,51.7183723449707,33.876102447509766,30.66320037841797,66.6668472290039,64.31171417236328,121.7300033569336,0.005036163199432231,0.003654608713330454,0.003143752173408121,0.0030341859520688352,0.003555877019506326,-0.004582671744665312,0.0007218958629566785,0.0013975570337532162,0.1725129265428653,0.1428706779541548,0.09327601105229363,0.047996773102944916,0.04334361134774135,0.05084284738914549,0.39783566961173483,0.05132148299911965,0.016955400094377685,0.014754444000249941,0.031961621413482334,0.009674628245694292,0.008736698313360682,0.09457615555176871,0.740040538745953,0.08330051363511339,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.002109856568740953,0.0005174504905690915,0.0019951710262238187,1.0232611891981525,0.9920909979010637,1.0310647274758904,mid,0.1975527754113414
2010-09-13,85.57471466064453,41.31880569458008,52.97642135620117,34.49191665649414,31.39603614807129,66.99263000488281,64.39871978759766,121.62000274658203,0.011062034615582306,0.01385225832665915,0.02403385159837157,0.018015173526825023,0.02361839676915034,0.004874827102090862,0.0013519592127835267,-0.0009040527231123363,0.1725129265428653,0.1428706779541548,0.09327601105229363,0.047996773102944916,0.04334361134774135,0.05084284738914549,0.39783566961173483,0.05132148299911965,0.016955400094377685,0.014754444000249941,0.031961621413482334,0.009674628245694292,0.008736698313360682,0.09457615555176871,0.740040538745953,0.08330051363511339,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.008756894479739402,0.002926980346586454,0.011988056053543805,1.0322217794571733,0.9949948287539455,1.0434251892237032,mid,0.1975527754113414
2010-09-14,85.52155303955078,41.493682861328125,52.74917221069336,34.72285461425781,31.381528854370117,67.63764190673828,64.70040130615234,124.0199966430664,-0.0006214235239498933,0.0042234554170810235,-0.004298854947180075,0.006673107791947963,-0.0004621808430722574,0.009582047601490729,0.004673650217514869,0.01954136357877978,0.1725129265428653,0.1428706779541548,0.09327601105229363,0.047996773102944916,0.04334361134774135,0.05084284738914549,0.39783566961173483,0.05132148299911965,0.016955400094377685,0.014754444000249941,0.031961621413482334,0.009674628245694292,0.008736698313360682,0.09457615555176871,0.740040538745953,0.08330051363511339,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0037448944665722274,0.005967631252753142,0.004913895661576517,1.036087341087338,1.0009325909903455,1.0485524717342094,mid,0.1975527754113414
