Date,px_SPY,px_QQQ,px_TLT,px_GLD,ret_SPY,ret_QQQ,ret_TLT,ret_GLD,w_ew_SPY,w_ew_QQQ,w_ew_TLT,w_ew_GLD,w_iv_SPY,w_iv_QQQ,w_iv_TLT,w_iv_GLD,w_hrp_SPY,w_hrp_QQQ,w_hrp_TLT,w_hrp_GLD,ret_ew,ret_iv,ret_hrp
2010-01-05,85.50494384765625,40.39357376098633,57.352088928222656,109.69999694824219,0.002647052403192296,0.0,0.006457876194986278,-0.0009108023746454696,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.002048531555883276,0.0023773601115111994,0.002527491916299596
2010-01-06,85.5651626586914,40.14990234375,56.5843505859375,111.51000213623047,0.0007042728563444456,-0.006032430274136247,-0.013386405911840371,0.01649959196299955,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,-0.0005537428416581558,-0.0002923536367096121,3.2653667565896334e-05
2010-01-07,85.92634582519531,40.176029205322266,56.679508209228516,110.81999969482422,0.004221147430580219,0.0006507328797109579,0.0016816950677289721,-0.006187807624317698,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,9.144193842561266e-05,-0.00012284591244184962,-0.0006525382659761359
2010-01-08,86.21228790283203,40.506690979003906,56.65415954589844,111.37000274658203,0.003327757917442664,0.008230324903234498,-0.0004472280041052379,0.0049630306196752905,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.004018471359061804,0.003436070151507379,0.0030860523921798643
2010-01-11,86.33267974853516,40.341365814208984,56.3432502746582,112.8499984741211,0.0013964580761249845,-0.00408142854425253,-0.005487845442104788,0.01328899785435711,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.001279045486031194,0.0017347125524499805,0.0022102928407042033
2010-01-12,85.52751922607422,39.8366584777832,57.30772399902344,110.48999786376953,-0.009326254262072786,-0.012510913456678652,0.017117821915911602,-0.020912721685971136,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,-0.006408016872202743,-0.00494591591860063,-0.003899806703028195
2010-01-13,86.24993133544922,40.33264923095703,56.641414642333984,111.54000091552734,0.008446545812529127,0.012450611374707599,-0.011626868250792954,0.00950315025847348,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.004693359798729313,0.0031824624664652528,0.0019119497610286815
2010-01-14,86.48320770263672,40.367462158203125,57.434574127197266,112.02999877929688,0.002704655685814128,0.0008631450675788965,0.01400317223486991,0.004393023666376061,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.005490999163659749,0.006385909340628555,0.007202063753394845
2010-01-15,85.51246643066406,39.897560119628906,57.789894104003906,110.86000061035156,-0.011224621493116316,-0.01164061383726922,0.006186517131993252,-0.01044361493969348,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,-0.006780583284521441,-0.005667673200027686,-0.004614037966761577
2010-01-19,86.5810317993164,40.541507720947266,57.62492370605469,111.5199966430664,0.012496018571967804,0.01614002458765773,-0.0028546582496296047,0.005953418988644765,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.007933700974660174,0.006474933697356181,0.005092334256658071
2010-01-20,85.70059204101562,39.95846939086914,58.2086296081543,108.94000244140625,-0.010168968190879535,-0.014381269046313205,0.010129399998464184,-0.02313481240425197,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,-0.009388912410745132,-0.00825936125230645,-0.007590217967330515
2010-01-21,84.05265045166016,39.58430099487305,58.47515106201172,107.37000274658203,-0.019229057234129487,-0.009363932145048492,0.004578727512597025,-0.01441159959280014,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,-0.009606465364845274,-0.008829903893245162,-0.007661309027121912
2010-01-22,82.17893981933594,38.426963806152344,58.3736457824707,107.16999816894531,-0.022292106462506123,-0.029237277396172878,-0.0017358703260701436,-0.001862760291706178,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,-0.01378200361911383,-0.011251294939291476,-0.008696174311971155
2010-01-25,82.60038757324219,38.55747604370117,58.107154846191406,107.4800033569336,0.005128415562828836,0.0033963713138307483,-0.0045652611329498605,0.002892648999579084,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.001713043685822202,0.0011957508251255913,0.0006030041130631815
2010-01-26,82.25421142578125,38.592308044433594,58.126190185546875,107.55999755859375,-0.0041909748565523985,0.0009033786519880849,0.00032759028394790946,0.0007442705541653716,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,-0.0005539338416127582,-0.0005375306144121602,-0.0002498651303901654
2010-01-27,82.6455078125,38.89686965942383,58.09445571899414,106.52999877929688,0.004757159298424796,0.00789176989983531,-0.0005459581378279843,-0.009576039444736728,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.0006317329039238484,-0.00044758864639929397,-0.0016415779562344158
2010-01-28,81.69734191894531,37.896156311035156,58.062705993652344,106.4800033569336,-0.011472685190655696,-0.025727349196755234,-0.0005465190257633035,-0.0004693083914030227,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,-0.009553965451144314,-0.007317930485756021,-0.005477988010982355
2010-01-29,80.8094482421875,37.234825134277344,58.57033157348633,105.95999908447266,-0.010868085251032111,-0.017451141253743363,0.008742713091764553,-0.004883586176437471,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,-0.006115024897362098,-0.0041719452458238455,-0.0024433863535152207
2010-02-01,82.06608581542969,37.643821716308594,58.03860855102539,108.3499984741211,0.015550626821210667,0.01098424876594195,-0.009078367975325574,0.02255567582388429,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.010003045858927834,0.00914191389300848,0.008307554314445506
2010-02-02,83.05936431884766,37.983184814453125,58.20418167114258,109.12999725341797,0.012103398054732262,0.009015107464434458,0.002852809952733848,0.007198881313165595,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.0077925491962665405,0.007323332933110159,0.006677041126513026
2010-02-03,82.6455078125,38.19203186035156,57.52925109863281,108.69999694824219,-0.004982659206961282,0.005498407964436014,-0.011595912065616942,-0.003940257637661704,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,-0.0037551052364509785,-0.004997208359817472,-0.00579077532982626
2010-02-04,80.09455108642578,37.0869026184082,58.439788818359375,104.37000274658203,-0.030866247828758464,-0.028936120654283193,0.01582738697859054,-0.03983435439949368,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,-0.020952333975986198,-0.018606211265655245,-0.0164965253428669
2010-02-05,80.26013946533203,37.40015411376953,58.56717300415039,104.68000030517578,0.002067411286537757,0.008446418364574937,0.0021797509602052845,0.002970178695371306,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.003915939826672321,0.0034189985436713062,0.003186280473747953
2010-02-08,79.68070220947266,37.130401611328125,58.64354705810547,104.04000091552734,-0.007219489770630916,-0.0072126040342195274,0.00130404200915879,-0.006113864996012963,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,-0.004810479197926154,-0.0042582707370384726,-0.003714050511111743
2010-02-09,80.6815185546875,37.51328659057617,58.05774688720703,105.41000366210938,0.012560335406982093,0.010311899754168907,-0.009989166758927692,0.01316803858637372,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.006512776747149257,0.005361245935212082,0.00420658075185205
2010-02-10,80.52348327636719,37.43497085571289,57.5037841796875,105.12000274658203,-0.0019587543857790823,-0.002087679912400775,-0.009541581222498263,-0.002751170718643947,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,-0.004084796559830517,-0.004559141138223654,-0.0050277743964061965
2010-02-11,81.36627197265625,38.0005989074707,57.19173812866211,107.12999725341797,0.010466371572582123,0.015109616458309327,-0.0054265307140537455,0.019120951810489784,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.009817602281831872,0.008768545056458996,0.00810584187342053
2010-02-12,81.29857635498047,38.078887939453125,57.42734909057617,107.04000091552734,-0.000831986227641468,0.0020602052134244264,0.0041196677985904095,-0.0008400666498453724,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.001126955033631999,0.0011830118060256057,0.001335444948047186
2010-02-16,82.5777816772461,38.56620788574219,57.5356330871582,109.62000274658203,0.015734658337436702,0.012797641230067436,0.0018855823627039747,0.02410315591356116,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.013630259460942318,0.013330393875225943,0.0131097345732176
2010-02-17,82.96907043457031,38.78375244140625,56.879798889160156,109.25,0.004738426600675361,0.0056408075252969425,-0.011398748267956837,-0.0033753214496573536,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,-0.001098708897910472,-0.0024294265635669623,-0.0038161029543458376
2010-02-18,83.45817565917969,39.02738952636719,56.650577545166016,109.9800033569336,0.005895030787347322,0.006281936883983041,-0.0040299253596310924,0.006681952923877299,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.0037072488088941424,0.0031029556263380423,0.0025601356361091665
2010-02-19,83.63127136230469,39.00998306274414,56.95619583129883,109.47000122070312,0.002074041299822804,-0.0004460063518029189,0.0053947955939046555,-0.004637226047132237,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.000596401123698076,0.0007758012769620707,0.0007271398901898245
2010-02-22,83.64630889892578,38.931678771972656,56.7205696105957,109.06999969482422,0.00017980758125690777,-0.0020072885098549875,-0.0041369725850552985,-0.0036539830220012615,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,-0.00240460913391366,-0.0026145119882421547,-0.002963513300370921
2010-02-23,82.63047790527344,38.426963806152344,57.60566711425781,107.88999938964844,-0.012144361263804582,-0.012964120267622836,0.015604524244706708,-0.010818743086801086,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,-0.005080675093380449,-0.0032910328894813516,-0.0016005344802402875
2010-02-24,83.39048767089844,38.81855392456055,57.74574661254883,107.36000061035156,0.0091976929686437,0.010190503740644452,0.0024316964859234513,-0.004912399502225995,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.004226873423246402,0.003246599248601726,0.002076931701444378
2010-02-25,83.27759552001953,38.809837341308594,58.07048034667969,108.30999755859375,-0.0013537773195959613,-0.00022454683059269787,0.005623509144486283,0.008848704758209536,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.00322347243812679,0.003903221727789412,0.004785077985272022
2010-02-26,83.33027648925781,38.949066162109375,58.3697624206543,109.43000030517578,0.0006325947442324953,0.0035874621059694967,0.005153773004595408,0.010340714355349556,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.004928636052536739,0.005289900945878682,0.005923678251275947
2010-03-01,84.19563293457031,39.51470184326172,58.34419250488281,109.43000030517578,0.01038465827512347,0.014522445257047156,-0.0004380678404549698,0.0,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.006117258922928914,0.004757356630215844,0.0034099365463466577
2010-03-02,84.42888641357422,39.636505126953125,58.267547607421875,111.0199966430664,0.0027703750286569573,0.0030824801405449076,-0.0013136679791141415,0.01452980291927708,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.004767247527341201,0.004901751066850487,0.005270283527288253
2010-03-03,84.50413513183594,39.680023193359375,58.12063217163086,111.62999725341797,0.0008912674495447082,0.0010979289487522692,-0.002521393843119335,0.005494511158316229,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.0012405784283734678,0.0011766495726686934,0.0012135534222892665
2010-03-04,84.75996398925781,39.81055450439453,58.42716979980469,110.83000183105469,0.0030274122919873303,0.00328959764965564,0.005274161975193481,-0.007166491463286184,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.0011061701133875668,0.0008668099983920132,0.00044956576804616255
2010-03-05,85.97147369384766,40.410972595214844,57.66072082519531,110.80999755859375,0.014293419293375242,0.015081882136407598,-0.013118023296961656,-0.0001804951017815304,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.0040191957577599136,0.0017972526616495442,-0.0005610132708513886
2010-03-08,85.98651885986328,40.489288330078125,57.36055374145508,109.87999725341797,0.00017500183920549084,0.0019379819349498728,-0.0052057462939151256,-0.008392747276111279,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,-0.00287137744896776,-0.003640707633188856,-0.004475670431675113
2010-03-09,86.12950134277344,40.71553421020508,57.37327575683594,109.72000122070312,0.0016628476743334453,0.005587795919813177,0.00022179031670788163,-0.0014560978951050352,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.001504084003937367,0.000979926125154524,0.0005581247157101787
2010-03-10,86.51327514648438,41.046180725097656,57.22635269165039,108.47000122070312,0.00445577644973949,0.008120893445374477,-0.0025608275498900657,-0.011392635673468599,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,-0.0003441983320611741,-0.0016239098456127228,-0.003018882497012934
2010-03-11,86.87449645996094,41.20283889770508,57.43715286254883,108.5999984741211,0.004175328154724767,0.0038166321406765125,0.0036836205870796057,0.0011984627266063974,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.0032185109022718206,0.0031158309097141785,0.0029479947883833853
2010-03-12,86.88200378417969,41.21152877807617,57.794837951660156,107.94999694824219,8.64157436839541e-05,0.00021090489402131318,0.006227416772681904,-0.0059852811695370045,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.00013486406021254171,0.0002848606161412559,0.00031197230720609714
2010-03-15,86.90455627441406,41.107120513916016,57.71821212768555,108.36000061035156,0.0002595760831023419,-0.0025334722407992505,-0.0013258247049451333,0.003798088686431056,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,4.959195594725352e-05,0.0003106660529381117,0.0005308250104500336
2010-03-16,87.59683990478516,41.36815643310547,58.1781005859375,110.4000015258789,0.007966022266831407,0.00635013875761703,0.007967822309439931,0.01882614344810607,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.01027753169549861,0.01078921870520103,0.01143050107237293
2010-03-17,88.11608123779297,41.48129653930664,58.42716979980469,109.58999633789062,0.005927626311316825,0.002734956448545711,0.004281150662512223,-0.0073370034129791595,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.0014016825023489,0.0011107315815725096,0.00046554102778075587
2010-03-18,88.07090759277344,41.620540618896484,58.235626220703125,110.33999633789062,-0.0005126606220449137,0.0033567918846968414,-0.0032783306081377583,0.006843690346403308,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.0016023727502293694,0.0013656470795752253,0.0014191918329444862
2010-03-19,87.62510681152344,41.3687744140625,58.2930793762207,108.27999877929688,-0.0050618393001161666,-0.006049085405672949,0.0009865637110149095,-0.018669545286964517,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,-0.007198476570434681,-0.007221786637492729,-0.007544629571619943
2010-03-22,88.09356689453125,41.743350982666016,58.35690689086914,107.75,0.005346185586003749,0.009054572534693772,0.0010949415493475279,-0.004894706180937014,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.0026502483722770087,0.0017280069003410858,0.0007825830645401552
2010-03-23,88.71316528320312,42.030818939208984,58.082305908203125,108.31999969482422,0.007033412433097297,0.0068865567755291845,-0.004705543821565739,0.005290020369598247,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.0036261114391647475,0.002869466635937048,0.0021145572326712134
2010-03-24,88.28245544433594,41.8304557800293,57.02197265625,106.30000305175781,-0.004855083656323256,-0.004767053420240974,-0.018255701721431983,-0.018648418101527398,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,-0.011631564224880903,-0.012925470941602327,-0.014416725604822107
2010-03-25,88.1389389038086,41.76945114135742,56.65785598754883,106.77999877929688,-0.0016256518897781458,-0.0014583785314861153,-0.00638555019652165,0.004515481785126063,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,-0.001238524708164962,-0.0013272191817142278,-0.0012849423845340913
2010-03-26,88.08602905273438,41.81303787231445,56.8175163269043,108.58999633789062,-0.000600300522473507,0.0010435073903538594,0.0028179735461673072,0.016950717168810137,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.005052974395714449,0.005729199963538907,0.0067695219166117645
2010-03-29,88.64520263671875,42.013389587402344,56.60042953491211,108.75,0.006348039410990047,0.004791608677171766,-0.003820772290417662,0.0014734659499526792,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.0021980854369242075,0.0015460086022692212,0.0007800834650776528
2010-03-30,88.70562744140625,42.15277099609375,56.77924728393555,107.97000122070312,0.0006816477698756707,0.003317547335747406,0.0031593002119028046,-0.007172402568247138,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,-3.4768126803141897e-06,-0.00034694987569929567,-0.0007350708689548462
2010-03-31,88.40339660644531,41.95240020751953,57.168888092041016,108.94999694824219,-0.0034071213256517963,-0.004753442866016755,0.006862380653920974,0.009076555677125953,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.001944593034844594,0.003109675859913159,0.0044100846219204334
2010-04-01,89.00785064697266,41.95240020751953,57.029090881347656,110.26000213623047,0.006837452674112177,0.0,-0.0024453372342713164,0.012023912112733903,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.004104006888143691,0.004296701492607264,0.004345257223968799
2010-04-05,89.73320007324219,42.34440994262695,56.08020782470703,110.88999938964844,0.008149274710007814,0.009344155117903208,-0.016638579398272957,0.0057137424379838375,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.0016421482169054757,-3.865275883426639e-05,-0.0016350516489568177
2010-04-06,89.94478607177734,42.46635437011719,56.16997146606445,111.02999877929688,0.0023579455359048485,0.0028798235152045493,0.001600629613178306,0.0012625069025071767,0.25,0.25,0.25,0.25,0.23887616889063604,0.166133800909369,0.31036239203126204,0.2846276381687328,0.1743203509969705,0.12123646582862317,0.36745602494656243,0.3369871582278439,0.00202522639169872,0.0018978126159332727,0.00177378712703342
