Date,SPY,QQQ,IWM,EFA,EEM,TLT,LQD,GLD,ret_SPY,ret_QQQ,ret_IWM,ret_EFA,ret_EEM,ret_TLT,ret_LQD,ret_GLD,w_base_SPY,w_base_QQQ,w_base_IWM,w_base_EFA,w_base_EEM,w_base_TLT,w_base_LQD,w_base_GLD,w_tilt_SPY,w_tilt_QQQ,w_tilt_IWM,w_tilt_EFA,w_tilt_EEM,w_tilt_TLT,w_tilt_LQD,w_tilt_GLD,ret_base,ret_tilt,eq_base,eq_tilt
2010-08-31,79.94917297363281,38.004539489746094,48.845115661621094,32.03507614135742,29.06690788269043,70.52276611328125,65.31309509277344,122.08000183105469,0.0,-0.0034457445101914175,-0.001992008285945257,0.0030080432890318143,0.006008791536054936,0.011021988958131779,0.0033684689722095484,0.009630085060907234,0.016955877602057766,0.014754655465402312,0.03196207253643998,0.009674835508201746,0.008736879754768398,0.0945764722412831,0.7400379395838358,0.08330126730801089,0.0016500499368590517,0.0028716789411253507,0.00622073560665911,0.0009415001743992665,0.008502236348976216,0.13805469617609953,0.7201629925279823,0.12159611028789916,0.004304504887092698,0.005150098327556155,1.0043045048870927,1.005150098327556
2010-09-01,82.3405990600586,39.1413459777832,50.73626708984375,33.17690658569336,30.089977264404297,69.06455993652344,64.822265625,121.69000244140625,0.029473196827601633,0.029473737332458505,0.037986595054676275,0.035022617216907914,0.03459179412643376,-0.02089386287983075,-0.007543403922409375,-0.003199735123743608,0.016955877602057766,0.014754655465402312,0.03196207253643998,0.009674835508201746,0.008736879754768398,0.0945764722412831,0.7400379395838358,0.08330126730801089,0.0016500499368590517,0.0028716789411253507,0.00622073560665911,0.0009415001743992665,0.008502236348976216,0.13805469617609953,0.7201629925279823,0.12159611028789916,-0.005035203459170794,-0.008009394248002195,0.9992476273700244,0.9970994549116325
2010-09-02,83.10738372802734,39.578582763671875,51.29631805419922,33.36293029785156,30.140764236450195,68.33477783203125,64.74102783203125,122.29000091552734,0.009269259681075503,0.01110878247237812,0.010977994689882475,0.005591363174728414,0.001686414040964479,-0.010622889150224246,-0.0012540249857382335,0.004918433276591472,0.016955877602057766,0.014754655465402312,0.03196207253643998,0.009674835508201746,0.008736879754768398,0.0945764722412831,0.7400379395838358,0.08330126730801089,0.0016500499368590517,0.0028716789411253507,0.00622073560665911,0.0009415001743992665,0.008502236348976216,0.13805469617609953,0.7201629925279823,0.12159611028789916,-0.0007822060534693251,-0.0016364904047779347,0.9984660098269806,0.9954677112210603
2010-09-03,84.18539428710938,40.23444366455078,52.213470458984375,33.67082977294922,30.496299743652344,67.48782348632812,64.25367736816406,121.86000061035156,0.012887890237565536,0.016435303697895698,0.017721539589699464,0.009186464852982024,0.011726807277060658,-0.012471640441599874,-0.007556167238158551,-0.003522430858827086,0.016955877602057766,0.014754655465402312,0.03196207253643998,0.009674835508201746,0.008736879754768398,0.0945764722412831,0.7400379395838358,0.08330126730801089,0.0016500499368590517,0.0028716789411253507,0.00622073560665911,0.0009415001743992665,0.008502236348976216,0.13805469617609953,0.7201629925279823,0.12159611028789916,-0.005846024036437626,-0.007304697697775116,0.9926289535339662,0.9881961205226943
2010-09-07,83.2364501953125,39.963375091552734,51.22325897216797,33.202552795410156,30.053709030151367,68.86913299560547,64.72944641113281,122.69999694824219,-0.01133608648095663,-0.006760024386557095,-0.019146810674852688,-0.014005112756088511,-0.014619274384726655,0.020260891667271075,0.007377262804586948,0.006869477016185677,0.016955877602057766,0.014754655465402312,0.03196207253643998,0.009674835508201746,0.008736879754768398,0.0945764722412831,0.7400379395838358,0.08330126730801089,0.0016500499368590517,0.0028716789411253507,0.00622073560665911,0.0009415001743992665,0.008502236348976216,0.13805469617609953,0.7201629925279823,0.12159611028789916,0.006780743283379591,0.008650537268733653,0.9993597156435297,0.9967445478920938
2010-09-08,83.82100677490234,40.44432830810547,51.523563385009766,33.45914840698242,30.380216598510742,68.32174682617188,64.60179901123047,122.70999908447266,0.006998298381510004,0.011963006829283085,0.005845538792864424,0.007698479763891708,0.010805544795239541,-0.007979963025659842,-0.0019739613723483984,8.151368239062151e-05,0.016955877602057766,0.014754655465402312,0.03196207253643998,0.009674835508201746,0.008736879754768398,0.0945764722412831,0.7400379395838358,0.08330126730801089,0.0016500499368590517,0.0028716789411253507,0.00622073560665911,0.0009415001743992665,0.008502236348976216,0.13805469617609953,0.7201629925279823,0.12159611028789916,-0.0015578367246198523,-0.002331949129670609,0.9978028763773945,0.9944201903111328
2010-09-09,84.2081527709961,40.60173797607422,51.55603790283203,33.77347183227539,30.554353713989258,66.97307586669922,64.26528930664062,121.55999755859375,0.004608089241299851,0.0038844541904374807,0.0006300862341519498,0.009350393135810098,0.005715559776298118,-0.019937431561534602,-0.005222597543799168,-0.009415892562922856,0.016955877602057766,0.014754655465402312,0.03196207253643998,0.009674835508201746,0.008736879754768398,0.0945764722412831,0.7400379395838358,0.08330126730801089,0.0016500499368590517,0.0028716789411253507,0.00622073560665911,0.0009415001743992665,0.008502236348976216,0.13805469617609953,0.7201629925279823,0.12159611028789916,-0.006238901535209496,-0.00757843692382831,0.9915776824801272,0.9868840396230786
2010-09-10,84.63331604003906,40.750389099121094,51.71836471557617,33.876102447509766,30.663196563720703,66.66683959960938,64.31169128417969,121.7300033569336,0.005036252890767479,0.003654515102025524,0.003143604655326371,0.0030341859520688352,0.003555939887439852,-0.004583014019981846,0.0007217774027710178,0.0013975570337532162,0.016955877602057766,0.014754655465402312,0.03196207253643998,0.009674835508201746,0.008736879754768398,0.0945764722412831,0.7400379395838358,0.08330126730801089,0.0016500499368590517,0.0028716789411253507,0.00622073560665911,0.0009415001743992665,0.008502236348976216,0.13805469617609953,0.7201629925279823,0.12159611028789916,0.0005173300238205796,0.00012847858963351255,0.9920906553862247,0.9870108330926213
2010-09-13,85.57469177246094,41.31879425048828,52.9764289855957,34.491912841796875,31.396038055419922,66.99262237548828,64.39871978759766,121.62000274658203,0.011061586858265748,0.01385207496738916,0.024034143131352437,0.018015062929970682,0.02361858192677646,0.004874827658611025,0.0013523151073195905,-0.0009040527231123363,0.016955877602057766,0.014754655465402312,0.03196207253643998,0.009674835508201746,0.008736879754768398,0.0945764722412831,0.7400379395838358,0.08330126730801089,0.0016500499368590517,0.0028716789411253507,0.00622073560665911,0.0009415001743992665,0.008502236348976216,0.13805469617609953,0.7201629925279823,0.12159611028789916,0.002927267764259297,0.0019622637345068457,0.9949947703809596,0.9889476086559644
2010-09-14,85.52155303955078,41.49369430541992,52.74915313720703,34.72285079956055,31.381515502929688,67.63764953613281,64.70042419433594,124.0199966430664,-0.0006211560595863475,0.0042240081908486715,-0.004299360550497955,0.006673108527516014,-0.0004626670498013574,0.009582274283634895,0.004674003973891949,0.01954136357877978,0.016955877602057766,0.014754655465402312,0.03196207253643998,0.009674835508201746,0.008736879754768398,0.0945764722412831,0.7400379395838358,0.08330126730801089,0.0016500499368590517,0.0028716789411253507,0.00622073560665911,0.0009415001743992665,0.008502236348976216,0.13805469617609953,0.7201629925279823,0.12159611028789916,0.005967912345876228,0.007051785354553916,1.0009328119551983,0.9959214549191058
